experiment,well,strain,DS
RA00167_270621,CAM035A1,cat-2,4
RA00167_270621,CAM035A3,cat-2,4
RA00167_270621,CAM035A5,cat-2,4
RA00167_270621,CAM035A6,cat-2,4
RA00167_270621,CAM037A1,cat-2,4
RA00167_270621,CAM037A2,cat-2,4
RA00167_270621,CAM037A3,cat-2,4
RA00167_270621,CAM037A6,cat-2,4
RA00167_270621,CAM302A1,cat-2,4
RA00167_270621,CAM302A2,cat-2,4
RA00167_270621,CAM302A5,cat-2,4
RA00167_270621,CAM302A6,cat-2,4
RA00167_270621,CAM307A1,cat-2,4
RA00167_270621,CAM307A2,cat-2,4
RA00167_270621,CAM307A3,cat-2,4
RA00167_270621,CAM307A4,cat-2,4
RA00167_270621,CAM307A5,cat-2,4
RA00167_270621,CAM307A6,cat-2,4
RA00167_270621,CAM516A1,cat-2,4
RA00167_270621,CAM516A2,cat-2,4
RA00167_270621,CAM516A3,cat-2,4
RA00167_270621,CAM516A4,cat-2,4
RA00167_270621,CAM516A6,cat-2,4
RA00168_140721,CAM034A1,dop-1,3
RA00168_140721,CAM034A2,dop-1,3
RA00168_140721,CAM034A3,dop-1,3
RA00168_140721,CAM034A4,dop-1,3
RA00168_140721,CAM034A5,dop-1,3
RA00168_140721,CAM034A6,dop-1,3
RA00168_140721,CAM035A1,dop-1,3
RA00168_140721,CAM035A2,dop-1,3
RA00168_140721,CAM035A3,dop-1,3
RA00168_140721,CAM035A4,dop-1,3
RA00168_140721,CAM035A5,dop-1,3
RA00168_140721,CAM035A6,dop-1,3
RA00168_140721,CAM037A1,dop-1,3
RA00168_140721,CAM037A2,dop-1,3
RA00168_140721,CAM037A3,dop-1,3
RA00168_140721,CAM037A5,dop-1,3
RA00168_140721,CAM037A6,dop-1,3
RA00168_140721,CAM302A1,dop-1,3
RA00168_140721,CAM302A2,dop-1,3
RA00168_140721,CAM302A3,dop-1,3
RA00168_140721,CAM302A4,dop-1,3
RA00168_140721,CAM302A5,dop-1,3
RA00168_140721,CAM307A1,dop-1,3
RA00168_140721,CAM307A2,dop-1,3
RA00168_140721,CAM307A3,dop-1,3
RA00168_140721,CAM307A4,dop-1,3
RA00168_140721,CAM307A5,dop-1,3
RA00168_140721,CAM307A6,dop-1,3
RA00168_140721,CAM516A1,dop-1,3
RA00168_140721,CAM516A2,dop-1,3
RA00168_140721,CAM516A3,dop-1,3
RA00168_140721,CAM516A4,dop-1,3
RA00168_140721,CAM516A5,dop-1,3
RA00168_140721,CAM516A6,dop-1,3
RA00169_140721,CAM228A1,dop-1,3
RA00169_140721,CAM228A4,dop-1,3
RA00169_140721,CAM228A5,dop-1,3
RA00169_140721,CAM229A1,dop-1,3
RA00169_140721,CAM229A2,dop-1,3
RA00169_140721,CAM229A3,dop-1,3
RA00169_140721,CAM229A4,dop-1,3
RA00169_140721,CAM229A5,dop-1,3
RA00169_140721,CAM229A6,dop-1,3
RA00169_140721,CAM231A1,dop-1,3
RA00169_140721,CAM231A2,dop-1,3
RA00169_140721,CAM231A3,dop-1,3
RA00169_140721,CAM231A4,dop-1,3
RA00169_140721,CAM231A5,dop-1,3
RA00169_140721,CAM231A6,dop-1,3
RA00169_140721,CAM236A1,dop-1,3
RA00169_140721,CAM236A2,dop-1,3
RA00169_140721,CAM236A3,dop-1,3
RA00169_140721,CAM236A4,dop-1,3
RA00169_140721,CAM236A5,dop-1,3
RA00169_140721,CAM236A6,dop-1,3
RA00169_140721,CAM241A1,dop-1,3
RA00169_140721,CAM241A2,dop-1,3
RA00169_140721,CAM241A3,dop-1,3
RA00169_140721,CAM241A4,dop-1,3
RA00169_140721,CAM241A5,dop-1,3
RA00169_140721,CAM241A6,dop-1,3
RA00169_140721,CAM245A1,dop-1,3
RA00169_140721,CAM245A2,dop-1,3
RA00169_140721,CAM245A3,dop-1,3
RA00169_140721,CAM245A4,dop-1,3
RA00169_140721,CAM245A5,dop-1,3
RA00169_140721,CAM245A6,dop-1,3
RA00171_220721,CAM034A1,cat-2,1
RA00171_220721,CAM034A2,cat-2,1
RA00171_220721,CAM034A4,cat-2,1
RA00171_220721,CAM034A5,cat-2,1
RA00171_220721,CAM034A6,cat-2,1
RA00171_220721,CAM035A1,cat-2,1
RA00171_220721,CAM035A3,cat-2,1
RA00171_220721,CAM035A4,cat-2,1
RA00171_220721,CAM035A5,cat-2,1
RA00171_220721,CAM035A6,cat-2,1
RA00171_220721,CAM037A1,cat-2,1
RA00171_220721,CAM037A2,cat-2,1
RA00171_220721,CAM037A3,cat-2,1
RA00171_220721,CAM037A4,cat-2,1
RA00171_220721,CAM037A5,cat-2,1
RA00171_220721,CAM037A6,cat-2,1
RA00171_220721,CAM302A1,cat-2,1
RA00171_220721,CAM302A2,cat-2,1
RA00171_220721,CAM302A3,cat-2,1
RA00171_220721,CAM302A4,cat-2,1
RA00171_220721,CAM302A5,cat-2,1
RA00171_220721,CAM302A6,cat-2,1
RA00171_220721,CAM307A1,cat-2,1
RA00171_220721,CAM307A2,cat-2,1
RA00171_220721,CAM307A3,cat-2,1
RA00171_220721,CAM307A4,cat-2,1
RA00171_220721,CAM307A5,cat-2,1
RA00171_220721,CAM307A6,cat-2,1
RA00171_220721,CAM516A1,cat-2,1
RA00171_220721,CAM516A2,cat-2,1
RA00171_220721,CAM516A3,cat-2,1
RA00171_220721,CAM516A4,cat-2,1
RA00171_220721,CAM516A5,cat-2,1
RA00171_220721,CAM516A6,cat-2,1
